	location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	keywords
484	113.868623,23.108688	石龙镇裕新路18号正龙豪园商业楼	东莞市	东莞市	B03018IW66	[]	回转寿司日本料理(龙城路)	广东省	0769-86118038	餐饮服务;外国餐厅;日本料理	050202	113.868623	23.108688	日式料理
485	120.561751,31.292421	高新区新区商业街8号	虎丘区	苏州市	B020019OJ2	[]	次郎(淮海街店)	江苏省	0512-68071858;0512-66905431	餐饮服务;外国餐厅;日本料理	050202	120.561751	31.292421	日式料理
486	121.592655,38.882517	星海广场E区50号	沙河口区	大连市	B019B0AO1P	[]	大卫营铁板烧	辽宁省	0411-84802242	餐饮服务;外国餐厅;法式菜品餐厅	050204	121.592655	38.882517	日式料理
487	104.077620,30.623539	科华北路143号附1号	武侯区	成都市	B001C7WGN6	[]	北海道日本料理(科华店)	四川省	028-85350148	餐饮服务;外国餐厅;日本料理	050202	104.077620	30.623539	日式料理
488	121.428358,31.229748	万航渡路889号悦达889广场f3层l3-1	静安区	上海市	B00156E6Q7	[]	松临(悦达889广场)	上海市	021-32528733;15121188717	餐饮服务;外国餐厅;日本料理	050202	121.428358	31.229748	日式料理
489	114.188648,22.305809	红磡芜湖街185-187号地铺	九龙城区	香港特别行政区	B073C03HXM	[]	一本鐵板燒日本料理	香港特别行政区	00852-26270608	餐饮服务;外国餐厅;日本料理	050202	114.188648	22.305809	日式料理
490	121.507388,31.240185	陆家嘴环路1000号恒生银行大厦46层	浦东新区	上海市	B00155Q6RX	[]	柚子(陆家嘴店)	上海市	021-68905179;021-68415177	餐饮服务;外国餐厅;日本料理	050202	121.507388	31.240185	日式料理
491	121.395494,31.207013	芙蓉江路81号	长宁区	上海市	B00155G7GJ	[]	大和田(芙蓉江路店)	上海市	021-62412632;021-62412635	餐饮服务;外国餐厅;日本料理	050202	121.395494	31.207013	日式料理
492	113.369700,22.934692	市桥清河中路129号	番禺区	广州市	B00140MCHF	[]	吉兆火炙寿司(番禺总店)	广东省	020-84884060	餐饮服务;外国餐厅;日本料理	050202	113.369700	22.934692	日式料理
493	116.473697,39.954441	亮马桥路39号第一上海中心1层	朝阳区	北京市	B000A87J39	[]	松子(亮马桥店)	北京市	010-84534062;010-84534063	餐饮服务;外国餐厅;日本料理	050202	116.473697	39.954441	日式料理
494	116.314573,39.964266	北三环西路甲60号(苏州桥东南角)	海淀区	北京市	B000A7BVA5	[]	江织田(苏州桥店)	北京市	010-68470149;010-68470148	餐饮服务;外国餐厅;日本料理	050202	116.314573	39.964266	日式料理
495	121.401936,31.199153	虹桥路1446号古北湾大酒店3层	长宁区	上海市	B00156EVKG	[]	初花	上海市	021-62958358;021-62191910	餐饮服务;外国餐厅;日本料理	050202	121.401936	31.199153	日式料理
496	116.467050,39.947523	东三环北路麦子店街38号三全公寓1层	朝阳区	北京市	B000AA19U3	[]	和坐	北京市	010-65088022	餐饮服务;外国餐厅;日本料理	050202	116.467050	39.947523	日式料理
497	116.408194,39.908770	东长安街33号北京饭店E座1层	东城区	北京市	B000A81JGL	[]	五人百姓	北京市	[]	餐饮服务;外国餐厅;日本料理	050202	116.408194	39.908770	日式料理
498	118.119010,24.476694	湖滨南路富山女人街二楼(富山天桥入口处,莲坂外图书城旁边)	思明区	厦门市	B025004AAB	[]	牛太郎烧烤城	福建省	0592-5080507	餐饮服务;外国餐厅;日本料理	050202	118.119010	24.476694	日式料理
499	111.680464,40.817939	呼伦贝尔南路40号新城宾馆国宾楼北楼1层	新城区	呼和浩特市	B01D70P6QU	[]	割烹清水(新城宾馆国宾楼北楼)	内蒙古自治区	0471-6661028;0471-6661029	餐饮服务;外国餐厅;日本料理	050202	111.680464	40.817939	日式料理
500	114.195793,34.413100	文化中路与新民街交叉口东100米路南	尉氏县	开封市	B017A016KB	[]	寿司哥	河南省	13839996597	餐饮服务;外国餐厅;日本料理	050202	114.195793	34.413100	日式料理
501	123.427448,41.782705	南三经街58号(近领事馆)	和平区	沈阳市	B00180841D	[]	东京餐厅(南三经街)	辽宁省	024-23216602;4008015107	餐饮服务;外国餐厅;日本料理	050202	123.427448	41.782705	日式料理
502	113.241052,23.117934	宝华路133号B1层114	荔湾区	广州市	B00140UMFI	[]	万岁鲜生(恒宝店)	广东省	020-81241912;020-81240883	餐饮服务;外国餐厅;日本料理	050202	113.241052	23.117934	日式料理
503	117.674458,24.509714	南昌中路香格里拉观园4幢1号	芗城区	漳州市	B025403520	[]	松鹤鸣宴料理(漳州店)	福建省	0596-2953737	餐饮服务;外国餐厅;日本料理	050202	117.674458	24.509714	日式料理
504	104.064913,30.648226	人民南路二段80锦江宾馆西8层	锦江区	成都市	B001C7XBBH	[]	东瀛阁(人民南路店)	四川省	028-85506890;028-85582222	餐饮服务;外国餐厅;日本料理	050202	104.064913	30.648226	日式料理
505	113.751816,23.039766	西城楼大街南区4号楼303号	东莞市	东莞市	B03017V3ZL	[]	三禾寿司(西城楼大街店)	广东省	0769-22228088	餐饮服务;外国餐厅;日本料理	050202	113.751816	23.039766	日式料理
506	114.284142,30.602949	高雄路171附1号	江岸区	武汉市	B001B0BD5A	[]	长野屋(惠西小区店)	湖北省	027-85732616;13971567712	餐饮服务;外国餐厅;日本料理	050202	114.284142	30.602949	日式料理
507	113.555741,22.209541	关口信讬广场	花地玛堂区	澳门特别行政区	B073D00BW4	[]	風之谷	澳门特别行政区	00853-28424292	餐饮服务;外国餐厅;日本料理	050202	113.555741	22.209541	日式料理
508	114.189223,22.277086	軒尼詩道502號黃金廣場4層	湾仔区	香港特别行政区	B073C04BTB	[]	一門	香港特别行政区	00852-25043313	餐饮服务;外国餐厅;日本料理	050202	114.189223	22.277086	日式料理
509	113.767198,23.033206	东城西路雍华庭47号	东莞市	东莞市	B03017UEW3	[]	一级棒·御寿司(东城店)	广东省	0769-23132848	餐饮服务;外国餐厅;日本料理	050202	113.767198	23.033206	日式料理
510	121.343411,31.158455	七莘路3333号城市花园7区22号	闵行区	上海市	B00155QXVP	[]	渔太郎日本料理(七宝店)	上海市	021-64592757	餐饮服务;外国餐厅;日本料理	050202	121.343411	31.158455	日式料理
511	116.344438,39.976927	知春路27量子芯座B1层	海淀区	北京市	B000A810SW	[]	袛园日本料理	北京市	[]	餐饮服务;外国餐厅;日本料理	050202	116.344438	39.976927	日式料理
512	106.530044,29.574440	建新北路二支路1号世纪金源大饭店	江北区	重庆市	B00170L7A8	[]	富士山日本料理(观音桥东环路)	重庆市	023-67958888	餐饮服务;外国餐厅;日本料理	050202	106.530044	29.574440	日式料理
513	113.756474,23.021230	南城区体育路盈锋商务中心105-108号	东莞市	东莞市	B03018IRDP	[]	元通回转寿司(盈锋店)	广东省	0769-23609522;0769-23609622	餐饮服务;外国餐厅;日本料理	050202	113.756474	23.021230	日式料理
514	114.188745,22.277573	轩尼诗道525号澳门逸园中心12楼	湾仔区	香港特别行政区	B073C0RK1V	[]	一番(軒尼詩道)	香港特别行政区	00852-28907580	餐饮服务;外国餐厅;日本料理	050202	114.188745	22.277573	日式料理
515	120.140084,30.266104	曙光路122号浙江世贸君澜大饭店4层	西湖区	杭州市	B023B08QQE	[]	纳思比日本料理(世贸店)	浙江省	0571-87969826	餐饮服务;外国餐厅;日本料理	050202	120.140084	30.266104	日式料理
516	117.207375,39.118684	新华路231号天津富蓝特大酒店B1层	和平区	天津市	B001607LB0	[]	锦日本料理(烟台道)	天津市	022-23390249	餐饮服务;外国餐厅;日本料理	050202	117.207375	39.118684	日式料理
517	114.187142,22.276611	铜锣湾登龙街40号地下(VPoint)	湾仔区	香港特别行政区	B073C0RN5M	[]	豚王(登龍街)	香港特别行政区	00852-31891200;00852-28933190	餐饮服务;外国餐厅;日本料理	050202	114.187142	22.276611	日式料理
518	113.050194,28.236317	浏阳河大桥东金鹰影视文化城内圣爵斯大酒店欢城1层	开福区	长沙市	B02DB06NQQ	[]	松临日本料理(广电店)	湖南省	0731-84252333	餐饮服务;外国餐厅;外国餐厅	050200	113.050194	28.236317	日式料理
519	121.505742,31.234969	世纪大道88号上海金茂君悦大酒店56层	浦东新区	上海市	B00155L0JA	[]	上海金茂君悦日珍日本餐厅(金茂大厦店)	上海市	021-50471234	餐饮服务;外国餐厅;日本料理	050202	121.505742	31.234969	日式料理
520	112.450476,23.060337	西江北路36号路港大厦2层	端州区	肇庆市	B02F602PR9	[]	日本桥日本料理	广东省	0758-2850850	餐饮服务;外国餐厅;日本料理	050202	112.450476	23.060337	日式料理
521	119.953749,31.780569	大庙弄28号2层	钟楼区	常州市	B020704OHH	[]	花心日本料理	江苏省	0519-86807979;0519-86803600	餐饮服务;外国餐厅;日本料理	050202	119.953749	31.780569	日式料理
522	113.346078,23.116135	花城大道平逸街2号	天河区	广州市	B00141KZXH	[]	吉兆(珠江新城店)	广东省	020-28382918	餐饮服务;外国餐厅;日本料理	050202	113.346078	23.116135	日式料理
523	113.566935,22.144623	路氹金光大道新濠天地皇冠度假酒店對面澳門威尼斯人度假村酒店大運河購物中心2330號鋪	路凼填海区	澳门特别行政区	B073D0M3JP	[]	板前壽司	澳门特别行政区	00853-28828888	餐饮服务;外国餐厅;日本料理	050202	113.566935	22.144623	日式料理
524	121.438154,29.319515	金水路198号华庭豪园北大门(原金海豪生大酒店对面)	宁海县	宁波市	B023E05UVS	[]	大阪日本料理(金水路)	浙江省	0574-65213081	餐饮服务;外国餐厅;日本料理	050202	121.438154	29.319515	日式料理
525	116.486750,40.085510	后沙峪镇边河路57号院二区和园景逸大酒店内	顺义区	北京市	B000A8ZAH9	[]	名古屋日餐厅	北京市	010-69457777	餐饮服务;外国餐厅;日本料理	050202	116.486750	40.085510	日式料理
526	120.185404,35.954609	经济技术开发区长江中路459号世纪海丰大酒店2层	黄岛区	青岛市	B02140A289	[]	千叶日本料理(都江路)	山东省	0532-86998502	餐饮服务;外国餐厅;日本料理	050202	120.185404	35.954609	日式料理
527	120.881051,32.005748	青年东路77	崇川区	南通市	B02010UA5S	[]	福川	江苏省	0513-85222977	餐饮服务;外国餐厅;日本料理	050202	120.881051	32.005748	日式料理
528	114.184776,22.277178	谢斐道398号附近	湾仔区	香港特别行政区	B073C056CP	[]	松本(謝斐道)	香港特别行政区	[]	餐饮服务;外国餐厅;日本料理	050202	114.184776	22.277178	日式料理
529	109.121382,21.480959	和平路124号(二小旁)	海城区	北海市	B030B0MFGF	[]	可可寿司(二小店)	广西壮族自治区	0779-8965965;13877979144	餐饮服务;外国餐厅;日本料理	050202	109.121382	21.480959	日式料理
530	113.576562,22.273562	东风路110号(近人民医院)	香洲区	珠海市	B02F402X1H	[]	秋田屋(东风路店)	广东省	0756-2233719	餐饮服务;外国餐厅;日本料理	050202	113.576562	22.273562	日式料理
531	120.287182,30.170355	通惠中路218号金马饭店1层(近泰富广场)	萧山区	杭州市	B023B09VLE	[]	秋田家	浙江省	0571-82885706;0571-82717888	餐饮服务;外国餐厅;日本料理	050202	120.287182	30.170355	日式料理
532	117.193350,39.107048	成都道126号天津盛捷奥林匹克大厦服务公寓2层	和平区	天津市	B001605R2O	[]	花月日本料理	天津市	022-23551998	餐饮服务;外国餐厅;日本料理	050202	117.193350	39.107048	日式料理
533	102.720357,25.020671	北京路98号昆明锦江大酒店1层B座	官渡区	昆明市	B03670724F	[]	大连红叶日本料理	云南省	0871-63576868;0871-63570178	餐饮服务;外国餐厅;日本料理	050202	102.720357	25.020671	日式料理
534	120.162901,30.268809	延安路595号浙江大酒店5层	下城区	杭州市	B023B14JCS	[]	紫樱花日本料理(延安路店)	浙江省	0571-89735060	餐饮服务;外国餐厅;日本料理	050202	120.162901	30.268809	日式料理
535	120.623711,31.307644	吉由巷15号	姑苏区	苏州市	B02000ISJ3	[]	朝日屋(观前街店)	江苏省	0512-65811578	餐饮服务;外国餐厅;日本料理	050202	120.623711	31.307644	日式料理
536	113.284476,23.135404	建设五马路36号	越秀区	广州市	B00141N9QQ	[]	Ray's加州卷(建设五马路店)	广东省	020-83822788	餐饮服务;外国餐厅;日本料理	050202	113.284476	23.135404	日式料理
537	113.286301,23.135227	环市东路368号花园酒店2层	越秀区	广州市	B00140AHEW	[]	故乡日本料理	广东省	020-83338989	餐饮服务;外国餐厅;日本料理	050202	113.286301	23.135227	日式料理
538	116.469521,39.996511	宏昌路望京西园4区420号楼3层(向阳庄烧烤店楼上)	朝阳区	北京市	B000A8VSF4	[]	秘苑酒家(望京西园店)	北京市	010-64717828	餐饮服务;外国餐厅;日本料理|餐饮服务;外国餐厅;韩国料理	050202|050203	116.469521	39.996511	日式料理
539	116.366003,39.980661	花园东路乙9号3号楼1层	海淀区	北京市	B000A842XV	[]	一喜日本料理(牡丹园店)	北京市	010-82085626;010-62016602;4000801039	餐饮服务;外国餐厅;日本料理	050202	116.366003	39.980661	日式料理
540	116.351452,40.000164	学院路7号弘彧大厦5层502室	海淀区	北京市	B000A7BPPB	[]	月卿云客日式料理(六道口店)	北京市	010-62348585	餐饮服务;外国餐厅;日本料理	050202	116.351452	40.000164	日式料理
541	114.186222,22.277402	駱克道441號洛克大廈B座地下,A座1層	湾仔区	香港特别行政区	B073C04JBB	[]	友和	香港特别行政区	00852-28336339	餐饮服务;外国餐厅;日本料理	050202	114.186222	22.277402	日式料理
542	120.718854,30.758800	中山西路385号财富假日酒店2楼(近市公安局)	秀洲区	嘉兴市	B023D02X2C	[]	小宫日本料理(财富店)	浙江省	0573-82719595;0573-82720866	餐饮服务;外国餐厅;日本料理	050202	120.718854	30.758800	日式料理
543	117.200807,39.095157	友谊路街道友谊路16号瀚金佰洗浴中心正门	河西区	天津市	B00160F176	[]	和助	天津市	022-28372238	餐饮服务;外国餐厅;日本料理	050202	117.200807	39.095157	日式料理
544	117.171618,39.076193	彩柒汇生活广场金逸国际电影城旁阶梯下1号	南开区	天津市	B00160F0D2	[]	月见和食厨房(宾水西道店)	天津市	022-58112609;022-23855021	餐饮服务;外国餐厅;日本料理	050202	117.171618	39.076193	日式料理
545	121.407850,31.202319	延安西路2088号嘉顿广场F1层	长宁区	上海市	B00156YLHN	[]	花月(嘉顿广场店)	上海市	021-60402966;021-60402968	餐饮服务;外国餐厅;日本料理	050202	121.407850	31.202319	日式料理
546	121.383854,31.191138	虹梅路3721号森晟世洋国际广场F1层	长宁区	上海市	B00156O8UW	[]	花月(森晟世洋国际广场)	上海市	021-64013183	餐饮服务;外国餐厅;日本料理	050202	121.383854	31.191138	日式料理
547	121.373595,31.177955	金汇路463弄28号	闵行区	上海市	B00156E6MQ	[]	银子日本料理铁板烧(龙柏店)	上海市	021-61519972;15021034681	餐饮服务;外国餐厅;日本料理	050202	121.373595	31.177955	日式料理
548	113.291381,23.135709	环市东路403广州国际电子大厦4层	越秀区	广州市	B00140UA8A	[]	小山日本料理(环市东路店)	广东省	[]	餐饮服务;外国餐厅;日本料理	050202	113.291381	23.135709	日式料理
549	116.484623,39.976582	将台路商业街5号楼1楼3号(芳园西路口)	朝阳区	北京市	B000A8W7KZ	[]	日出拉面(丽都店)	北京市	010-64386892	餐饮服务;外国餐厅;日本料理	050202	116.484623	39.976582	日式料理
550	108.323958,22.814051	民族共和路口民族大道41号国贸购物中心F3层	青秀区	南宁市	B03030TO9U	[]	禾太郎寿司(国贸购物中心店)	广西壮族自治区	0771-5688886;15877190312	餐饮服务;外国餐厅;日本料理	050202	108.323958	22.814051	日式料理
551	113.254326,23.108365	人民南路2-6号新华大酒店1层	越秀区	广州市	B00140TFDI	[]	月半湾新时尚餐厅(新华店)	广东省	020-81878826	餐饮服务;外国餐厅;西餐厅(综合风味)	050201	113.254326	23.108365	日式料理
552	114.203249,22.289344	北角渣华道67-75号粤华酒店2楼	东区	香港特别行政区	B073C0QT2M	[]	和田日本料理(渣華道)	香港特别行政区	00852-25082051	餐饮服务;外国餐厅;日本料理	050202	114.203249	22.289344	日式料理
553	108.352021,22.817795	葛村路3-2号	青秀区	南宁市	B030301RAM	[]	千鹤日本料理(南宁店)	广西壮族自治区	0771-5877338;0771-5877228	餐饮服务;外国餐厅;日本料理	050202	108.352021	22.817795	日式料理
554	121.537853,31.223499	世纪大道1777号东方希望大厦1层	浦东新区	上海市	B00155QDU6	[]	时计台	上海市	021-61062377	餐饮服务;外国餐厅;日本料理	050202	121.537853	31.223499	日式料理
555	113.332332,23.134446	天河路383号太古汇裙楼3层L306号	天河区	广州市	B00141K2Z6	[]	小山日本料理(太古汇)	广东省	020-38682701	餐饮服务;外国餐厅;日本料理	050202	113.332332	23.134446	日式料理
556	113.289570,23.136215	环市东路华侨新村和平路2号B1层(近区庄立交)	越秀区	广州市	B00140NWF9	[]	红灯笼(和平路)	广东省	020-83577065	餐饮服务;外国餐厅;日本料理	050202	113.289570	23.136215	日式料理
557	116.458171,39.906478	东三环中路39号院建外SOHO东区9号楼	朝阳区	北京市	B000A7S0IK	[]	江户前寿司(建外SOHO店)	北京市	010-58698112;010-58698113	餐饮服务;外国餐厅;日本料理	050202	116.458171	39.906478	日式料理
558	114.185125,22.276985	香港岛铜锣湾骆克道401-403号荣华商业大厦地下A铺	湾仔区	香港特别行政区	B073C04DQT	[]	和居和居	香港特别行政区	00852-25919505	餐饮服务;外国餐厅;日本料理	050202	114.185125	22.276985	日式料理
559	113.675147,22.811860	虎门镇虎门大道虎门步行街综合楼2层202	东莞市	东莞市	B03018ID9D	[]	一级棒御寿司(虎门店)	广东省	0769-82889008	餐饮服务;外国餐厅;日本料理	050202	113.675147	22.811860	日式料理
560	114.179599,22.296845	尖沙咀厚福街8号H85楼	油尖旺区	香港特别行政区	B073C0RNGK	[]	德美	香港特别行政区	[]	餐饮服务;外国餐厅;日本料理	050202	114.179599	22.296845	日式料理
561	121.592443,38.882398	星海广场星海湾E区48号(近星海广场)	沙河口区	大连市	B019B0YNL4	[]	海之乡日本料理铁板烧(星海店)	辽宁省	0411-84118989;0411-84118787	餐饮服务;外国餐厅;日本料理	050202	121.592443	38.882398	日式料理
562	114.284776,30.583327	水塔街办事处京汉大道826号	江汉区	武汉市	B001B08SM1	[]	汉和京都中餐厅	湖北省	027-82791698;027-82792658;15972088347	餐饮服务;外国餐厅;日本料理	050202	114.284776	30.583327	日式料理
563	121.429930,31.227821	万航渡路818号吉臣酒店4楼(近康定路)	静安区	上海市	B00155HVAN	[]	柔日本料理	上海市	021-62131837;021-62131581	餐饮服务;外国餐厅;外国餐厅	050200	121.429930	31.227821	日式料理
564	116.464372,39.958170	霄云路32号快客2层	朝阳区	北京市	B000A9DJTQ	[]	侍神户日式烤肉	北京市	010-57436687;010-84465997;15313166683	餐饮服务;外国餐厅;日本料理	050202	116.464372	39.958170	日式料理
565	114.160604,22.279064	中环威灵顿街33号TheLoop7楼	中西区	香港特别行政区	B073C0RHJ4	[]	日本料理(威靈頓街)	香港特别行政区	[]	餐饮服务;外国餐厅;日本料理	050202	114.160604	22.279064	日式料理
566	120.756124,31.654035	海虞北路12号天铭国际大酒店1层	常熟市	苏州市	B02000J3LT	[]	樱花苑日本料理(昭文路)	江苏省	0512-52869533;18136100078	餐饮服务;外国餐厅;日本料理	050202	120.756124	31.654035	日式料理
567	121.405430,31.204910	遵义南路9号万都商城2层S209	长宁区	上海市	B00155LVN8	[]	丸山日本料理	上海市	021-52082177	餐饮服务;外国餐厅;日本料理	050202	121.405430	31.204910	日式料理
568	116.471591,39.949933	好运街C区9单元	朝阳区	北京市	B000A853UG	[]	江户前寿司(好运街店)	北京市	010-58670293	餐饮服务;外国餐厅;日本料理	050202	116.471591	39.949933	日式料理
569	114.705677,23.749552	中山大道44号(高斯卫浴隔壁)	源城区	河源市	B02FA02HHD	[]	寿司盛(中山大道)	广东省	0762-3398775	餐饮服务;外国餐厅;日本料理	050202	114.705677	23.749552	日式料理
570	116.731880,23.370250	衡山路18号衡山路锦华昌大厦1层	龙湖区	汕头市	B02F2017IM	[]	北海日本料理(明珠店)	广东省	0754-88176101;0754-88731777	餐饮服务;外国餐厅;日本料理	050202	116.731880	23.370250	日式料理
571	125.337795,43.849978	亚泰大街6851号万晟商务花园	南关区	长春市	B01AF0D5FO	[]	温度铁板(亚泰大街店)	吉林省	0431-82212666	餐饮服务;外国餐厅;日本料理	050202	125.337795	43.849978	日式料理
572	118.777879,32.048228	上海路40-1号	鼓楼区	南京市	B00190ZR0I	[]	喜乐日本料理(上海路店)	江苏省	025-58784220	餐饮服务;外国餐厅;日本料理	050202	118.777879	32.048228	日式料理
573	121.408175,31.203963	仙霞路8号仲盛金融中心二楼(近延安西路)	长宁区	上海市	B00155K8NV	[]	柚子(虹桥店)	上海市	021-62957957	餐饮服务;外国餐厅;日本料理	050202	121.408175	31.203963	日式料理
574	113.321819,23.117292	华夏路10号富力中心4层	天河区	广州市	B00140UHW1	[]	富田菊日本皇尚料理(富力中心店)	广东省	020-38927233;020-38927223	餐饮服务;外国餐厅;日本料理	050202	113.321819	23.117292	日式料理
575	116.297650,39.964329	万柳中路蜂鸟商业楼2层102	海淀区	北京市	B000A81CAY	[]	林之雨铁板料理(万柳店)	北京市	010-82869118;010-82869898	餐饮服务;外国餐厅;日本料理	050202	116.297650	39.964329	日式料理
576	116.462120,39.926749	东三环北路甲28号(近团结湖公园西门)	朝阳区	北京市	B000A3A9B4	[]	三四郎(团结湖店)	北京市	010-65069625	餐饮服务;外国餐厅;日本料理	050202	116.462120	39.926749	日式料理
577	121.403800,31.190623	伊犁南路97号2楼	闵行区	上海市	B00155GB9B	[]	虹日本料理(伊犁南路店)	上海市	021-54775629;021-54775627	餐饮服务;外国餐厅;日本料理	050202	121.403800	31.190623	日式料理
578	116.403117,39.942408	北锣鼓巷甲70号	东城区	北京市	B000A8VN4O	[]	秋刀鱼の味(北锣鼓巷)	北京市	010-64078336;13911338789	餐饮服务;外国餐厅;日本料理	050202	116.403117	39.942408	日式料理
579	113.549973,22.199113	達勝馬路71	花王堂区	澳门特别行政区	B073D0M4FU	[]	京都	澳门特别行政区	[]	餐饮服务;外国餐厅;日本料理	050202	113.549973	22.199113	日式料理
580	121.570664,29.865943	彩虹北路50号宁波东港喜来登酒店内	鄞州区	宁波市	B023E05BH1	[]	秋田家(彩虹北路店)	浙江省	0574-87688688	餐饮服务;外国餐厅;日本料理	050202	121.570664	29.865943	日式料理
581	121.537689,29.867071	柳汀街265号	海曙区	宁波市	B023E02OVS	[]	京都日本料理(海曙店)	浙江省	0574-87132636	餐饮服务;外国餐厅;日本料理	050202	121.537689	29.867071	日式料理
582	111.703239,40.816947	兴安南方路金宇文苑东西商业街东口路南	赛罕区	呼和浩特市	B01D703D7L	[]	六本木日本料理	内蒙古自治区	0471-3331323;15848907999	餐饮服务;外国餐厅;日本料理	050202	111.703239	40.816947	日式料理
583	125.290140,43.846140	前进大街488号(前进大街与湖光路交汇近南湖广场)	朝阳区	长春市	B01AF0DHWJ	[]	樱之盛宴(前进大街店)	吉林省	0431-85666777;0431-89871777	餐饮服务;外国餐厅;日本料理	050202	125.290140	43.846140	日式料理
584	114.054155,22.533300	福华三路268号星河·Coco Park2层	福田区	深圳市	B02F37VWCH	[]	和民居食屋(星河·Coco Park)	广东省	0755-88315543	餐饮服务;外国餐厅;日本料理	050202	114.054155	22.533300	日式料理
585	121.403080,37.547235	海岸路34号金海湾酒店2层	芝罘区	烟台市	B021704V1M	[]	割烹天正日本料理(海岸路店)	山东省	0535-6636999	餐饮服务;外国餐厅;日本料理	050202	121.403080	37.547235	日式料理
586	120.390296,36.270185	民航路89号快通大酒店1层	城阳区	青岛市	B02140WP4J	[]	daozao料理美术馆(快通店)	山东省	0532-89227778	餐饮服务;外国餐厅;日本料理	050202	120.390296	36.270185	日式料理
587	108.947423,34.230938	长安北路1号工展馆3层	碑林区	西安市	B001D06KDB	[]	惠里日本料理	陕西省	029-85261888;029-85266888	餐饮服务;外国餐厅;日本料理	050202	108.947423	34.230938	日式料理
588	114.177151,22.298115	金巴利道1-23號美麗華大廈美麗華商場1005	油尖旺区	香港特别行政区	B073C0RMFF	[]	Mi Set	香港特别行政区	[]	餐饮服务;外国餐厅;外国餐厅	050200	114.177151	22.298115	日式料理
589	114.099513,22.825708	塘厦镇环市东路1号东港城市花园A112号	东莞市	东莞市	B03018JHWE	[]	北斗日本料理	广东省	0769-87283819	餐饮服务;外国餐厅;日本料理	050202	114.099513	22.825708	日式料理
590	120.192838,35.954694	武夷山路283号(城市桂冠南50米)	黄岛区	青岛市	B02140WJR1	[]	红叶日本料理(武夷山路)	山东省	0532-86990573;15865500071	餐饮服务;外国餐厅;日本料理	050202	120.192838	35.954694	日式料理
591	121.768225,39.040819	黄海西路138栋-1号	金州区	大连市	B019B0YA7G	[]	APPLE CLUB	辽宁省	[]	餐饮服务;外国餐厅;日本料理	050202	121.768225	39.040819	日式料理
592	116.545634,40.061828	顺义天竺荣祥广场	顺义区	北京市	B000A84HIC	[]	禅の猫日本料理	北京市	010-80465677	餐饮服务;外国餐厅;日本料理	050202	116.545634	40.061828	日式料理
593	113.744962,23.015441	南城区鸿福路90号凯德广场B1层	东莞市	东莞市	B03017V2IS	[]	三禾寿司日韩料理(凯德广场)	广东省	0769-21661616	餐饮服务;外国餐厅;日本料理	050202	113.744962	23.015441	日式料理
594	113.370466,22.519585	石岐街道泰安路3号(近新世界运动城)	中山市	中山市	B02F802POZ	[]	野野原日本料理(泰安店)	广东省	0760-88831486	餐饮服务;外国餐厅;日本料理	050202	113.370466	22.519585	日式料理
595	125.365104,43.823888	临河街7477号中排海水岸春城103号	南关区	长春市	B01AF0D3H6	[]	北国料理会馆(旗舰店)	吉林省	0431-84508999;0431-84509888;18686448363	餐饮服务;外国餐厅;日本料理	050202	125.365104	43.823888	日式料理
596	121.426347,31.167989	漕宝路103-7号	徐汇区	上海市	B00155MTQX	[]	九州拉面(漕宝店)	上海市	021-54972746;13651767848	餐饮服务;外国餐厅;日本料理	050202	121.426347	31.167989	日式料理
597	121.435903,31.176722	漕溪路123-2号	徐汇区	上海市	B00155GGG2	[]	洛卡自助铁板烧(徐汇店)	上海市	021-64861302	餐饮服务;外国餐厅;日本料理	050202	121.435903	31.176722	日式料理
598	121.437352,31.187766	漕溪北路577-1号	徐汇区	上海市	B0015586S5	[]	Ippaiya	上海市	021-54250175	餐饮服务;外国餐厅;日本料理	050202	121.437352	31.187766	日式料理
599	113.323165,23.117641	珠江西路5号广州国际金融中心四季酒店72层(近地铁珠江新城站)	天河区	广州市	B00141P114	[]	云居	广东省	020-88833888;020-88833372	餐饮服务;外国餐厅;日本料理	050202	113.323165	23.117641	日式料理
600	116.464595,39.868611	南新园西路8号院龙头公寓	朝阳区	北京市	B000A83CEW	[]	炼瓦亭(南新园西路店)	北京市	010-87359909;010-67321822	餐饮服务;外国餐厅;日本料理	050202	116.464595	39.868611	日式料理
601	116.462234,39.929931	东三环北路22-1号	朝阳区	北京市	B000A7CQYJ	[]	松子(白家庄店)	北京市	010-65825208	餐饮服务;外国餐厅;日本料理	050202	116.462234	39.929931	日式料理
602	113.980560,22.392290	新墟启发径屯门新墟德政围39号地下	屯门区	香港特别行政区	B073C02ZZA	[]	青森	香港特别行政区	00852-26189118	餐饮服务;外国餐厅;日本料理	050202	113.980560	22.392290	日式料理
603	114.025781,22.653868	和平路239	龙华区	深圳市	B02F38IQ2Q	[]	雅日本料理(和平路)	广东省	0755-27705526	餐饮服务;外国餐厅;日本料理	050202	114.025781	22.653868	日式料理
604	121.541021,38.886494	软件园数码家园1楼(近东软信息学院)	沙河口区	大连市	B019B0YLR2	[]	定食屋	辽宁省	13322270618	餐饮服务;外国餐厅;日本料理	050202	121.541021	38.886494	日式料理
605	114.179599,22.296845	厚福街8號H8大廈22/F	油尖旺区	香港特别行政区	B073C0RNPM	[]	八輪	香港特别行政区	[]	餐饮服务;外国餐厅;日本料理	050202	114.179599	22.296845	日式料理
